# Items Reference
# Usage: /item <ID>   or   /item <ID> <quantity>

ID       Name                                         Identifier
17588    royal blue short beard                       royal_blue_short_beard
17589    russet short beard                           russet_short_beard
17590    scarlet short beard                          scarlet_short_beard
17591    silver short beard                           silver_short_beard
17592    sky blue short beard                         sky_blue_short_beard
17593    tan short beard                              tan_short_beard
17594    teal short beard                             teal_short_beard
17595    walnut short beard                           walnut_short_beard
17596    aqua moustache                               aqua_moustache
17597    auburn moustache                             auburn_moustache
17598    black moustache                              black_moustache
17599    blonde moustache                             blonde_moustache
17600    blue moustache                               blue_moustache
17601    brown moustache                              brown_moustache
17602    dark brown moustache                         dark_brown_moustache
17603    deep sea moustache                           deep_sea_moustache
17604    ember moustache                              ember_moustache
17605    flame moustache                              flame_moustache
17606    forrest green moustache                      forrest_green_moustache
17607    green moustache                              green_moustache
17608    grey moustache                               grey_moustache
17609    indigo moustache                             indigo_moustache
17610    light brown moustache                        light_brown_moustache
17611    light purple moustache                       light_purple_moustache
17612    orange moustache                             orange_moustache
17613    purple moustache                             purple_moustache
17614    royal blue moustache                         royal_blue_moustache
17615    russet moustache                             russet_moustache
17616    scarlet moustache                            scarlet_moustache
17617    silver moustache                             silver_moustache
17618    sky blue moustache                           sky_blue_moustache
17619    tan moustache                                tan_moustache
17620    teal moustache                               teal_moustache
17621    walnut moustache                             walnut_moustache
17622    aqua whiskers                                aqua_whiskers
17623    auburn whiskers                              auburn_whiskers
17624    black whiskers                               black_whiskers
17625    blonde whiskers                              blonde_whiskers
17626    blue whiskers                                blue_whiskers
17627    brown whiskers                               brown_whiskers
17628    dark brown whiskers                          dark_brown_whiskers
17629    deep sea whiskers                            deep_sea_whiskers
17630    ember whiskers                               ember_whiskers
17631    flame whiskers                               flame_whiskers
17632    forrest green whiskers                       forrest_green_whiskers
17633    green whiskers                               green_whiskers
17634    grey whiskers                                grey_whiskers
17635    indigo whiskers                              indigo_whiskers
17636    light brown whiskers                         light_brown_whiskers
17637    light purple whiskers                        light_purple_whiskers
17638    orange whiskers                              orange_whiskers
17639    purple whiskers                              purple_whiskers
17640    royal blue whiskers                          royal_blue_whiskers
17641    russet whiskers                              russet_whiskers
17642    scarlet whiskers                             scarlet_whiskers
17643    silver whiskers                              silver_whiskers
17644    sky blue whiskers                            sky_blue_whiskers
17645    tan whiskers                                 tan_whiskers
17646    teal whiskers                                teal_whiskers
17647    walnut whiskers                              walnut_whiskers
17648    Argent ball gown                             argent_ball_gown
17649    Black ball gown                              black_ball_gown
17650    Brown ball gown                              brown_ball_gown
17651    Cerise ball gown                             cerise_ball_gown
17652    Cerulean ball gown                           cerulean_ball_gown
17653    Cobalt ball gown                             cobalt_ball_gown
17654    Dusk ball gown                               dusk_ball_gown
17655    Forest ball gown                             forest_ball_gown
17656    Fuschia ball gown                            fuschia_ball_gown
17657    Golden ball gown                             golden_ball_gown
17658    Lilac ball gown                              lilac_ball_gown
17659    Marsh ball gown                              marsh_ball_gown
17660    Midnight ball gown                           midnight_ball_gown
17661    Orchid ball gown                             orchid_ball_gown
17662    Peridot ball gown                            peridot_ball_gown
17663    Pink ball gown                               pink_ball_gown
17664    Red ball gown                                red_ball_gown
17665    Rose ball gown                               rose_ball_gown
17666    Royal ball gown                              royal_ball_gown
17667    Spring ball gown                             spring_ball_gown
17668    Summer ball gown                             summer_ball_gown
17669    Sweet ball gown                              sweet_ball_gown
17670    Valentine ball gown                          valentine_ball_gown
17671    White ball gown                              white_ball_gown
17672    Wintery ball gown                            wintery_ball_gown
17673    Berry princely jacket                        berry_princely_jacket
17674    Brown princely jacket                        brown_princely_jacket
17675    Cobalt princely jacket                       cobalt_princely_jacket
17676    Forest princely jacket                       forest_princely_jacket
17677    Leather princely jacket                      leather_princely_jacket
17678    Olive princely jacket                        olive_princely_jacket
17679    Plum princely jacket                         plum_princely_jacket
17680    Spruce princely jacket                       spruce_princely_jacket
17681    Wintery princely jacket                      wintery_princely_jacket
17682    Blue flower hairclip                         blue_flower_hairclip
17683    Pink flower hairclip                         pink_flower_hairclip
17684    Purple flower hairclip                       purple_flower_hairclip
17685    Red flower hairclip                          red_flower_hairclip
17686    White flower hairclip                        white_flower_hairclip
17687    Black bandito                                black_bandito
17688    Brown bandito                                brown_bandito
17689    Copper bandito                               copper_bandito
17690    Electric bandito                             electric_bandito
17691    Emerald bandito                              emerald_bandito
17692    Fuchsia bandito                              fuchsia_bandito
17693    Gold bandito                                 gold_bandito
17694    Green bandito                                green_bandito
17695    Light blue bandito                           light_blue_bandito
17696    Old gold bandito                             old_gold_bandito
17697    Orange bandito                               orange_bandito
17698    Purple bandito                               purple_bandito
17699    Red bandito                                  red_bandito
17700    Rusty bandito                                rusty_bandito
17701    Sun glow bandito                             sun_glow_bandito
17702    Teal bandito                                 teal_bandito
17703    Violet bandito                               violet_bandito
17704    White bandito                                white_bandito
17705    Yellow bandito                               yellow_bandito
17706    Sage 5 reward                                sage_5_reward
17707    White turban                                 white_turban
17708    Brown turban                                 brown_turban
17709    Pink turban                                  pink_turban
17710    Green turban                                 green_turban
17711    Blue turban                                  blue_turban
17712    Light blue turban                            light_blue_turban
17713    Purple turban                                purple_turban
17714    Orange turban                                orange_turban
17715    Red turban                                   red_turban
17716    Black turban                                 black_turban
17717    Pharoh's outfit                              pharoh_outfit
17718    Female Pharoh's outfit                       pharoh_outfit_f
17719    Sultan's Coat                                sultan_coat
17720    Sultana's Coat                               sultana_coat
17721    Female Recess Outfit                         recess_outfit_f
17722    Highwayman                                   highwayman_outfit
18050    === PREMIUM FACES===                         === PREMIUM FACES====
18051    Patch face                                   patch_face
18052    Tribal face                                  tribal_face
18053    Stoic face                                   stoic_face
18054    Buck tooth                                   buck_tooth
18055    Aloof face                                   aloof_face
18056    Charming face                                charming_face
18057    Happy face                                   happy_face
18058    Nulgun face                                  nulgun_face
18059    Angry face                                   angry_face
18060    Smug face                                    smug_face
18061    Lost face                                    lost_face
18062    Clown face                                   clown_face
18063    Heavy face                                   heavy_face
18064    Surly face                                   surly_face
18065    Freckle face                                 freckle_face
18066    Mole face                                    mole_face
18067    Content face                                 content_face
18068    Glamour face                                 glamour_face
18069    Heavy face                                   heavy_face
18070    Jolly face                                   jolly_face
18071    Mischievous face                             mischievous_face
18072    Scar face                                    scar_face
18073    Tribal face                                  tribal_face
19000    ====MISC=====                                ====MISC====
19001    Poetry Revel 1st place                       poetry_revel_1st_place
19002    Poetry Revel 2nd place                       poetry_revel_2nd_place
19003    Poetry Revel 3rd place                       poetry_revel_3rd_place
19004    Poetry Revel honorable mention               poetry_revel_honorable_mention
19500    ===MYTHIC FAVORS===                          =====MYTHIC FAVORS====
19501    Rooster's favor                              roosters_favor
19502    Dog's favor                                  dogs_favor
19503    Dragon's favor                               dragons_favor
19504    Horse's favor                                horses_favor
19505    Monkey's favor                               monkeys_favor
19506    Ox's favor                                   oxs_favor
19507    Pig's favor                                  pigs_favor
19508    Rabbit's favor                               rabbits_favor
19509    Rat's favor                                  rats_favor
19510    Sheep's favor                                sheeps_favor
19511    Snake's favor                                snakes_favor
19512    Tiger's favor                                tigers_favor
20010    Fragile Orb of World Shout                   fragile_orb_of_world_shout
20012    Scroll of protection                         scroll_of_protection
20013    Scroll of invocation                         scroll_of_invocation
20014    Scroll of defense                            scroll_of_defense
20015    Scroll of immortality                        scroll_of_immortality
20016    Annual ticket                                annual_ticket
20017    Annual pass                                  annual_pass
20018    Good fortune                                 good_fortune
20019    Rich fortune                                 rich_fortune
21000    ====FLOWERS=====                             ===FLOWERS====
21001    Rose                                         rose
21002    Dawn tulip                                   dawn_tulip
21003    Golden sunset                                golden_sunset
21004    Greater tulip                                greater_tulip
21005    Heaven's bell                                heavens_bell
21006    Midnight's reign                             midnights_reign
21007    Old poppy                                    old_poppy
21008    Yuri's love                                  yuris_love
21009    Daffodil                                     daffodil
21010    Winedrop                                     winedrop
21011    Fallen star                                  fallen_star
21012    Sunflower                                    sunflower
21013    Dusk blossom                                 dusk_blossom
21014    Lemon flower                                 lemon_flower
21015    Orange blossom                               orange_blossom
21016    Mango floret                                 mango_floret
21017    Lavender wreath                              lavender_wreath
21018    Dusty pinned flower                          dusty_pinned_flower
21019    Icy pinned flower                            icy_pinned_flower
21020    Pink mugunghwa                               pink_mugunghwa
21021    Belladonna                                   belladonna
21022    Foxglove                                     foxglove
21023    Valentine bouquet                            valentine_bouquet
21024    Golden dove bouquet                          golden_dove_bouquet
21025    Sunflower bouquet                            sunflower_bouquet
21026    Calla lily                                   calla_lily
21027    Calla lily bouquet                           calla_lily_bouquet
21028    Cerulean roses bouquet                       cerulean_roses_bouquet
21029    Black rose bouquet                           black_rose_bouquet
21030    Blue roses bouquet                           blue_roses_bouquet
21031    Red rose bouquet                             red_roses_bouquet
21032    Carmine roses bouquet                        carmine_roses_bouquet
21033    Chocolate roses bouquet                      chocolate_roses_bouquet
21034    Copper roses bouquet                         copper_roses_bouquet
21035    Cornflower roses bouquet                     cornflower_roses_bouquet
21036    Daffodil bouquet                             daffodil_bouquet
21037    Dawn bouquet                                 dawn_bouquet
21038    Dark roses bouquet                           dark_roses_bouquet
21039    Emerald forest bouquet                       emerald_forest_bouquet
21040    Fire roses bouquet                           fire_roses_bouquet
21041    Glowing roses bouquet                        glowing_roses_bouquet
21042    Gold roses bouquet                           gold_roses_bouquet
21043    Green roses bouquet                          green_roses_bouquet
21044    Heaven's bouquet                             heavens_bouquet
21045    Heavenly heart bouquet                       heavenly_heart_bouquet
21046    Lime roses bouquet                           lime_roses_bouquet
21047    Midnight bouquet                             midnight_bouquet
21048    Passi flora bouquet                          passi_flora_bouquet
21049    Peach roses bouquet                          peach_roses_bouquet
21050    Pink flower bouquet                          pink_flower_bouquet
21051    Pink roses bouquet                           pink_roses_bouquet
21052    Plumeria bouquet                             plumeria_bouquet
21053    Poppy bouquet                                poppy_bouquet
21054    Rose bouquet                                 rose_bouquet
21055    Rose bundle bouquet                          rose_bundle_bouquet
21056    Spring bouquet                               spring_bouquet
21057    Sunset bouquet                               sunset_bouquet
21058    Sunset roses bouquet                         sunset_roses_bouquet
21059    Tulip bouquet                                tulip_bouquet
21060    Violet roses bouquet                         violet_roses_bouquet
21061    White roses bouquet                          white_roses_bouquet
21062    Wilted roses bouquet                         wilted_roses_bouquet
22000    ====COSMETICS=======                         ===COSMETICS=====
22001    Green faerie wings                           green_faerie_wings
22002    Blue faerie wings                            blue_faerie_wings
22003    Golden faerie wings                          golden_faerie_wings
22004    Platinum faerie wings                        platinum_faerie_wings
22005    Red faerie wings                             red_faerie_wings
22006    Random faerie wings box                      random_faerie_wings_box
23000    ===PREMIUM ITEM SETS===                      ===PREMIUM ITEM SETS===
23001    Test collection box                          test_collection_box
25000    ===RINGS===                                  ===RINGS===
25001    Blue ring                                    blue_ring
25002    Red ring                                     red_ring
25003    Purple ring                                  purple_ring
25004    Black ring                                   black_ring
25005    Exorcist ring                                exorcist_ring
25006    Sea ring                                     sea_ring
25007    Engagement ring                              engagement_ring
25008    Wedding band                                 wedding_band
25009    Love                                         love
25010    Forsaken ring                                forsaken_ring
25011    Holy ring                                    holy_ring
25014    Shee-Lee ring                                shee_lee_ring
25015    Water queen ring                             water_queen_ring
25016    Tainted ring                                 tainted_ring
25017    Large amber ring                             large_amber_ring
25018    Large baekho ring                            large_baekho_ring
25019    Large chung ryong ring                       large_chung_ryong_ring
25020    Large dark ring                              large_dark_ring
25021    Large hyun moo ring                          large_hyun_moo_ring
25022    Large ju jak ring                            large_ju_jak_ring
25023    Large white ring                             large_white_ring
25024    Large yellow ring                            large_yellow_ring
25025    Medium amber ring                            medium_amber_ring
25026    Medium baekho ring                           medium_baekho_ring
25027    Medium chung ryong ring                      medium_chung_ryong_ring
25028    Medium dark ring                             medium_dark_ring
25029    Medium hyun moo ring                         medium_hyun_moo_ring
25030    Medium ju jak ring                           medium_ju_jak_ring
25031    Medium white ring                            medium_white_ring
25032    Medium yellow ring                           medium_yellow_ring
25033    Small amber ring                             small_amber_ring
25034    Small baekho ring                            small_baekho_ring
25035    Small chung ryong ring                       small_chung_ryong_ring
25036    Small dark ring                              small_dark_ring
25037    Small hyun moo ring                          small_hyun_moo_ring
25038    Small ju jak ring                            small_ju_jak_ring
25039    Small white ring                             small_white_ring
25040    Small yellow ring                            small_yellow_ring
25041    Floating ring of Substratum                  floating_ring_of_substratum
25042    Jeweled ring of Substratum                   jeweled_ring_of_substratum
25043    Small ring of Substratum                     small_ring_of_substratum
25044    Dragon's liver                               dragons_liver
25045    Corrupted ring                               corrupted_ring
25046    Blood stone                                  blood_stone
25047    Spirit stone                                 spirit_stone
25048    Cursed ring                                  cursed_ring
26000    ===Hand Items===                             ===Hand Items===
26001    Ambrosia                                     ambrosia
26002    Whisper bracelet                             whisper_bracelet
26003    Lara's Royal Signet                          laras_royal_signet
26004    Lucky Coin                                   lucky_coin
26005    Lucky silver coin                            lucky_silver_coin
26006    Mountain's champion                          mountains_champion
26007    Mountain's promise                           mountains_promise
26008    Noble tag                                    noble_tag
26009    Purified water                               purified_water
26010    Scorched bone                                scorched_bone
26011    Scribe's pen                                 scribes_pen
26012    Scribe's book                                scribes_book
26013    Sen glove                                    sen_glove
26014    Silken Squall glove                          silken_squall_glove
26015    Titanium glove                               titanium_glove
26016    Tuna wizard eye                              tuna_wizard_eye
26017    Luxury amber bracelet                        luxury_amber_bracelet
26018    Luxury dark bracelet                         luxury_dark_bracelet
26019    Luxury white bracelet                        luxury_white_bracelet
26020    Luxury yellow bracelet                       luxury_yellow_bracelet
26021    Plain amber bracelet                         plain_amber_bracelet
26022    Plain dark bracelet                          plain_dark_bracelet
26023    Plain white bracelet                         plain_white_bracelet
26024    Plain yellow bracelet                        plain_yellow_bracelet
26025    Covert band                                  covert_band
26026    Darkstone                                    darkstone
26027    Demon dagger                                 demon_dagger
26028    Ice shard                                    ice_shard
26029    Insidious disk                               insidious_disk
26030    Perseverance                                 perseverance
26031    Substratum gauntlet                          substratum_gauntlet
26032    Platinum jubilee gauntlet                    platinum_jubilee_gauntlet
26033    Qi shard                                     qi_shard
26034    Wood orb                                     wood_orb
26035    Fire orb                                     fire_orb
26036    Metal orb                                    metal_orb
26037    Earth orb                                    earth_orb
26038    Water orb                                    water_orb
26039    Fragile Rose                                 fragile_rose
26048    War amulet                                   war_amulet
26049    War rune                                     war_rune
26050    Battle amulet                                battle_amulet
26051    Battle rune                                  battle_rune
26052    Magic amulet                                 magic_amulet
26053    Magic rune                                   magic_rune
26054    Love amulet                                  love_amulet
26055    Love rune                                    love_rune
27000    ===SUB SCRIPTS===                            ===SUB SCRIPTS===
27001    Gruff ring                                   gruff_ring
27002    Jade diamond                                 jade_diamond
27003    Forest diamond                               forest_diamond
27004    Azure diamond                                azure_diamond
27005    Lazuline diamond                             lazuline_diamond
27006    Night diamond                                night_diamond
27007    Shade diamond                                shade_diamond
27008    Crimson diamond                              crimson_diamond
27009    Cerise diamond                               cerise_diamond
27010    Searing diamond                              searing_diamond
27011    Lucent diamond                               lucent_diamond
27012    Radiant diamond                              radiant_diamond
27013    Torrid diamond                               torrid_diamond
28000    ===FANS====                                  ===FANS===
28001    Fan                                          fan
28002    Fighting fan                                 fighting_fan
28003    Ferocity fan                                 ferocity_fan
28004    Fury fan                                     fury_fan
28005    Fatality fan                                 fatality_fan
28006    Spider fan                                   spider_fan
28007    Mongoose fan                                 mongoose_fan
28008    Serpent fan                                  serpent_fan
28009    Death fan                                    death_fan
28010    Evening fan                                  evening_fan
28011    Starry fan                                   starry_fan
28012    Meteor fan                                   meteor_fan
28013    Comet fan                                    comet_fan
28014    Pond fan                                     pond_fan
28015    Tindered fan                                 tindered_fan
28016    Hill fan                                     hill_fan
28017    Breeze fan                                   breeze_fan
29000    ===QUEST ONLY USELESS ITEMS===               ==QUEST ONLY USELESS ITEMS===
29001    Young ginseng                                young_ginseng
29002    Traveling shoes                              traveling_shoes
29003    Ice heart                                    ice_heart
29004    Sute's key                                   sutes_key
29005    Stardrop                                     stardrop
29006    Hamgyong gem fragment                        hamgyong_gem_fragment
29007    Leviathan talisman                           leviathan_talisman
29008    Fox charm                                    fox_charm
29009    Magical net                                  magical_net
29010    Sonhi pass                                   sonhi_pass
29011    Star sword                                   star_sword
29012    Legend of the Winds 2                        legend_of_the_winds_2
29013    Captured wind                                captured_wind
29014    Forever branch                               forever_branch
29015    Sacred water                                 sacred_water
29016    Ogre message                                 ogre_message
29017    Silvery acorn                                silvery_acorn
29018    Maso scroll                                  maso_scroll
29019    Silvered acorn                               silvered_acorn
29020    Stilts                                       stilts
29021    Angel's tear                                 angels_tear
29022    Lun-Ho's cubs                                lunho_cubs
30000    ====COATS====                                ===COATS====
30001    Novice Waistcoat                             novice_waistcoat
30002    Farmer waistcoat                             farmer_waistcoat
30003    Royal waistcoat                              royal_waistcoat
30004    Sky waistcoat                                sky_waistcoat
30005    Ancient waistcoat                            ancient_waistcoat
30006    Blood waistcoat                              blood_waistcoat
30007    Earth waistcoat                              earth_waistcoat
30008    Star waistcoat                               star_waistcoat
30009    Moon waistcoat                               moon_waistcoat
30010    Sun waistcoat                                sun_waistcoat
31000    ====BLOUSES====                              ===BLOUSES=====
31001    Summer blouse                                summer_blouse
31002    Autumn blouse                                autumn_blouse
31003    Winter blouse                                winter_blouse
31004    Leather blouse                               leather_blouse
31005    Ancient blouse                               ancient_blouse
31006    Earth blouse                                 earth_blouse
31007    Star blouse                                  star_blouse
31008    Moon blouse                                  moon_blouse
31009    Sun blouse                                   sun_blouse
32000    ===ROBES===                                  ===ROBES====
32001    Summer robes                                 summer_robes
32002    Autumn robes                                 autumn_robes
32003    Winter robes                                 winter_robes
32004    Ancient robes                                ancient_robes
32005    Blood robes                                  blood_robes
32006    Earth robes                                  earth_robes
32007    Star robes                                   star_robes
32008    Moon robes                                   moon_robes
32009    Sun robes                                    sun_robes
33000    ===DRESSES===                                ===DRESSES===
33001    Summer dress                                 summer_dress
33002    Autumn dress                                 autumn_dress
33003    Winter dress                                 winter_dress
33004    Leather dress                                leather_dress
33005    Ancient dress                                ancient_dress
33006    Earth dress                                  earth_dress
33007    Star dress                                   star_dress
33008    Moon dress                                   moon_dress
33009    Sun dress                                    sun_dress
34000    ====GARBS====                                ===GARBS====
34001    Summer garb                                  summer_garb
34002    Royal garb                                   royal_garb
34003    Sky garb                                     sky_garb
34004    Leather garb                                 leather_garb
34005    Blood garb                                   blood_garb
34006    Earth garb                                   earth_garb
34007    Star garb                                    star_garb
34008    Moon garb                                    moon_garb
34009    Sun garb                                     sun_garb
34500    ===PLATEMAIL===                              ===PLATEMAIL===
34501    Jade war platemail                           jade_war_platemail
34502    Royal war platemail                          royal_war_platemail
34503    Sky war platemail                            sky_war_platemail
34504    Ancient war platemail                        ancient_war_platemail
34505    Blood war platemail                          blood_war_platemail
34506    Earth war platemail                          earth_war_platemail
34507    Star war platemail                           star_war_platemail
34508    Moon war platemail                           moon_war_platemail
34509    Sun war platemail                            sun_war_platemail
35000    ====SCALE MAIL=====                          ===SCALE MAIL====
35001    Jade scale mail                              jade_scale_mail
35002    Royal scale mail                             royal_scale_mail
35003    Sky scale mail                               sky_scale_mail
35004    Ancient scale mail                           ancient_scale_mail
35005    Blood scale mail                             blood_scale_mail
35006    Earth scale mail                             earth_scale_mail
35007    Star scale mail                              star_scale_mail
35008    Moon scale mail                              moon_scale_mail
35009    Sun scale mail                               sun_scale_mail
35500    ===PLATE DRESS===                            ====PLATE DRESS====
35501    Summer war dress                             summer_war_dress
35502    Autumn war dress                             autumn_war_dress
35503    Winter war dress                             winter_war_dress
35504    Ancient war dress                            ancient_war_dress
35505    Blood war dress                              blood_war_dress
35506    Earth war dress                              earth_war_dress
35507    Star war dress                               star_war_dress
35508    Moon war dress                               moon_war_dress
35509    Sun war dreses                               sun_war_dress
36000    ====MAIL DRESS====                           ===MAIL DRESS====
36001    Summer mail dress                            summer_mail_dress
36002    Autumn mail dress                            autumn_mail_dress
36003    Winter mail dress                            winter_mail_dress
36004    Ancient mail dress                           ancient_mail_dress
36005    Blood mail dress                             blood_mail_dress
36006    Earth mail dress                             earth_mail_dress
36007    Star mail dress                              star_mail_dress
36008    Moon mail dress                              moon_mail_dress
36009    Sun mail dress                               sun_mail_dress
37000    ===GOWNS===                                  ===GOWNS===
37001    Summer gown                                  summer_gown
37002    Autumn gown                                  autumn_gown
37003    Winter gown                                  winter_gown
37004    Leather gown                                 leather_gown
37005    Ancient gown                                 ancient_gown
37006    Earth gown                                   earth_gown
37007    Star gown                                    star_gown
37008    Moon gown                                    moon_gown
37009    Sun gown                                     sun_gown
38000    ===ROGUEARMOR===                             ===ROGUEARMOR====
38001    Farmer armor                                 farmer_armor
38002    Royal armor                                  royal_armor
38003    Sky armor                                    sky_armor
38004    Ancient armor                                ancient_armor
38005    Blood armor                                  blood_armor
38006    Earth armor                                  earth_armor
38007    Star armor                                   star_armor
38008    Moon armor                                   moon_armor
38009    Sun armor                                    sun_armor
38010    Summer armor dress                           summer_armor_dress
38011    Autumn armor dress                           autumn_armor_dress
38012    Winter armor dress                           winter_armor_dress
38013    Ancient armor dress                          ancient_armor_dress
38014    Blood armor dress                            blood_armor_dress
38015    Earth armor dress                            earth_armor_dress
38016    Star armor dress                             star_armor_dress
38017    Moon armor dress                             moon_armor_dress
38018    Sun armor dress                              sun_armor_dress
38500    ===MAGECLOTHES===                            ===MAGECLOTHES===
38501    Farmer clothes                               farmer_clothes
38502    Royal clothes                                royal_clothes
38503    Sky clothes                                  sky_clothes
38504    Ancient clothes                              ancient_clothes
38505    Family clothes                               family_clothes
38506    Earth clothes                                earth_clothes
38507    Star clothes                                 star_clothes
38508    Moon clothes                                 moon_clothes
38509    Sun clothes                                  sun_clothes
39000    ===MAGESKIRTS===                             ===MAGESKIRTS===
39001    Summer skirt                                 summer_skirt
39002    Autumn skirt                                 autumn_skirt
39003    Winter skirt                                 winter_skirt
39004    Leather skirt                                leather_skirt
39005    Heart skirt                                  heart_skirt
39006    Earth skirt                                  earth_skirt
39007    Star skirt                                   star_skirt
39008    Moon skirt                                   moon_skirt
39009    Sun skirt                                    sun_skirt
40000    ===POETMANTLES===                            ===POETMANTLES===
40001    Summer mantle                                summer_mantle
40002    Autumn mantle                                autumn_mantle
40003    Winter mantle                                winter_mantle
40004    Ancient mantle                               ancient_mantle
40005    Blood mantle                                 blood_mantle
40006    Earth mantle                                 earth_mantle
40007    Star mantle                                  star_mantle
40008    Moon mantle                                  moon_mantle
40009    Sun mantle                                   sun_mantle
40500    ===POETDRAPERY===                            ===POETDRAPERY===
40501    Summer drapery                               summer_drapery
40502    Autumn drapery                               autumn_drapery
40503    Winter drapery                               winter_drapery
40504    Leather drapery                              leather_drapery
40505    Ancient drapery                              ancient_drapery
40506    Earth drapery                                earth_drapery
40507    Star drapery                                 star_drapery
40508    Moon drapery                                 moon_drapery
40509    Sun drapery                                  sun_drapery
40900    ===WIND ARMORS===                            ===WIND ARMORS===
40901    Wind platemail                               wind_platemail
40902    Wind platemail dress                         wind_platemail_dress
40903    Wind armor                                   wind_armor
40904    Wind armor dress                             wind_armor_dress
40905    Wind garb                                    wind_garb
40906    Wind skirt                                   wind_skirt
40907    Wind robes                                   wind_robes
40908    Wind gown                                    wind_gown
40909    Ice robes                                    ice_robes
40910    Ice gown                                     ice_gown
41000    ===HELM===                                   ===HELMS===
41001    Merchant helm                                merchant_helm
41002    Farmer helm                                  farmer_helm
41003    Royal helm                                   royal_helm
41004    Sky helm                                     sky_helm
41005    Ancient helm                                 ancient_helm
41006    Blood helm                                   blood_helm
41007    Earth helm                                   earth_helm
41008    Baekho helm                                  baekho_helm
41009    Chung ryong helm                             chung_ryong_helm
41010    Hyun moo helm                                hyun_moo_helm
41011    Ju jak helm                                  ju_jak_helm
41012    Star helm                                    star_helm
41013    Moon helm                                    moon_helm
41014    Sun helm                                     sun_helm
41250    ===Headgear===                               ===Unisex===
41251    Battle helm                                  battle_helm
41252    Tao stone                                    tao_stone
41253    Pearl charm                                  pearl_charm
41254    Amber circlet                                amber_circlet
41255    Dark circlet                                 dark_circlet
41256    Yellow circlet                               yellow_circlet
41257    White circlet                                white_circlet
41258    Baekho circlet                               baekho_circlet
41259    Chung ryong circlet                          chung_ryong_circlet
41260    Ju jak circlet                               ju_jak_circlet
41261    Hyun moo circlet                             hyun_moo_circlet
41262    Amber casque                                 amber_casque
41263    Dark casque                                  dark_casque
41264    Yellow casque                                yellow_casque
41265    White casque                                 white_casque
41266    Baekho casque                                baekho_casque
41267    Chung ryong casque                           chung_ryong_casque
41268    Ju jak casque                                ju_jak_casque
41269    Hyun moo casque                              hyun_moo_casque
41270    Diadem                                       diadem
41500    ===Helmets===                                ===Helmets===
41501    Spring helmet                                spring_helmet
41502    Summer helmet                                summer_helmet
41503    Autumn helmet                                autumn_helmet
41504    Winter helmet                                winter_helmet
41505    Ancient helmet                               ancient_helmet
41506    Blood helmet                                 blood_helmet
41507    Earth helmet                                 earth_helmet
41508    Baekho helmet                                baekho_helmet
41509    Chung ryong helmet                           chung_ryong_helmet
41510    Hyun moo helmet                              hyun_moo_helmet
41511    Ju jak helmet                                ju_jak_helmet
41512    Star helmet                                  star_helmet
41513    Moon helmet                                  moon_helmet
41517    Sun helmet                                   sun_helmet
42000    === TIGER MAIL / TIGRES====                  === TIGER MAIL / TIGRESS===
42001    =====TIGER MAIL======                        =====TIGER MAIL====
42002    Tiger mail                                   tiger_mail
42003    Jade tiger mail                              jade_tiger_mail
42004    Royal tiger mail                             royal_tiger_mail
42005    Sky tiger mail                               sky_tiger_mail
42006    Ancient tiger mail                           ancient_tiger_mail
42007    Blood tiger mail                             blood_tiger_mail
42008    Earth tiger mail                             earth_tiger_mail
42009    Star tiger mail                              star_tiger_mail
42010    Moon tiger mail                              moon_tiger_mail
42011    Sun tiger mail                               sun_tiger_mail
42012    =====TIGRESS====                             =====TIGRESS====
42013    Tigress                                      tigress
42014    Jade tigress                                 jade_tigress
42015    Royal tigress                                royal_tigress
42016    Sky tigress                                  sky_tigress
42017    Ancient tigress                              ancient_tigress
42018    Blood tigress                                blood_tigress
42019    Earth tigress                                earth_tigress
42020    Star tigress                                 star_tigress
42021    Moon tigress                                 moon_tigress
42022    Sun tigress                                  sun_tigress
43000    =====CLOAKS========                          =====CLOAKS=====
43001    Sonhi cloak                                  sonhi_cloak
44000    ====DRESS=====                               ===DRESS====
44001    Sonhi dress                                  sonhi_dress
45000    ===Equipment===                              ===Equipment===
45121    Augury Staff                                 augury_staff
46000    =====Staves===                               =====Staves====
46001    Staff of Power                               staff_of_power
46002    Staff of defense                             staff_of_defense
46003    Wicked staff                                 wicked_staff
46004    Death's head                                 deaths_head
46005    Bekyun's spear                               bekyuns_spear
46006    Star-staff                                   star_staff
46007    Titanium lance                               titanium_lance
46008    Corrupted staff                              corrupted_staff
46009    Poet whip                                    poet_whip
46010    Tainted staff                                tainted_staff
46011    Cursed staff                                 cursed_staff
46012    Forsaken staff                               forsaken_staff
46013    Wand of fire                                 wand_of_fire
46014    Winter scepter                               winter_scepter
46015    Bekyun's set                                 bekyuns_set
47000    ===AXES===                                   ===AXES====
47001    Hunang's axe                                 hunangs_axe
47002    White moon axe                               white_moon_axe
47003    Big axe                                      big_axe
48000    =====Swords=====                             =====Swords=====
48001    Maxcaliber                                   maxcaliber
48002    Moonblade                                    moonblade
48003    Flameblade                                   flameblade
48004    Hoof sabre                                   hoof_sabre
48005    Mythic sabre                                 mythic_sabre
48006    Steelthorn                                   steelthorn
48007    Zibong blade                                 zibong_blade
48008    Corrupted blade                              corrupted_blade
48009    Cursed blade                                 cursed_blade
48010    Dark scimitar                                dark_scimitar
48011    Electra                                      electra
48013    Forsaken blade                               forsaken_blade
48014    Light broadsword                             light_broadsword
